,Date,Open,High,Low,Close,Volume,Market Cap
28,2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,7107359744.0,190164444830.0
29,2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840.0,170151556678.0
30,2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192.0,172099559942.0
31,2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448.0,154428564694.0
32,2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712.0,148725283812.0
33,2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,7263790080.0,154540000411.0
34,2018-02-04,9175.7001953125,9334.8701171875,8031.2202148438,8277.009765625,7073549824.0,139433682759.0
35,2018-02-05,8270.5400390625,8364.83984375,6756.6801757813,6955.2700195313,9285289984.0,117184385122.0
36,2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320.0,130658094648.0
37,2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000.0,128435001186.0
38,2018-02-08,7637.8598632813,8558.76953125,7637.8598632813,8265.58984375,9346750464.0,139306699929.0
39,2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224.0,147266052809.0
40,2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,7780960256.0,145341842785.0
41,2018-02-11,8616.1298828125,8616.1298828125,7931.1000976563,8129.9702148438,6122189824.0,137064586975.0
42,2018-02-12,8141.4301757813,8985.919921875,8141.4301757813,8926.5703125,6256439808.0,150513128412.0
43,2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872.0,144995984203.0
44,2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904.0,160131558835.0
45,2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288.0,171477807437.0
46,2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744.0,172637061144.0
47,2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,8660880384.0,187482083882.0
48,2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,8744009728.0,178040648022.0
49,2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,7652089856.0,189426791571.0
50,2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288.0,192457815912.0
51,2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,9405339648.0,180442459820.0
52,2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872.0,168892273935.0
53,2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,7739500032.0,173909350860.0
54,2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,6917929984.0,165687799108.0
55,2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,5706939904.0,163204062358.0
56,2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240.0,175076064010.0
57,2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840.0,181158869820.0
58,2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,6936189952.0,175644310997.0
59,2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,7317279744.0,185009753075.0
60,2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,7620590080.0,187318996197.0
61,2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,6690570240.0,194159120569.0
62,2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,6084149760.0,194567395376.0
63,2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,6468539904.0,195614809925.0
64,2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,6832169984.0,182225316082.0
65,2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,8797910016.0,168479670395.0
66,2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,7186089984.0,158852238332.0
67,2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464.0,157898203939.0
68,2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,5386319872.0,149939797150.0
69,2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,6296370176.0,162009710243.0
70,2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,6457399808.0,155710928717.0
71,2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840.0,155555594312.0
72,2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,6438230016.0,139920843550.0
73,2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,6834429952.0,140460819364.0
74,2018-03-16,8322.91015625,8585.150390625,8005.3100585938,8338.349609375,5289379840.0,141111773179.0
75,2018-03-17,8321.91015625,8346.5302734375,7812.8198242188,7916.8798828125,4426149888.0,133993486925.0
76,2018-03-18,7890.5200195313,8245.509765625,7397.990234375,8223.6796875,6639190016.0,139201713268.0
77,2018-03-19,8344.1201171875,8675.8701171875,8182.3999023438,8630.650390625,6729110016.0,146107514353.0
78,2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,6361789952.0,150909503835.0
79,2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,6043129856.0,151193917440.0
80,2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,5530390016.0,147809220250.0
81,2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,5954120192.0,150383574951.0
82,2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,5664600064.0,146818882936.0
83,2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,4569880064.0,143914265310.0
84,2018-03-26,8498.4697265625,8530.080078125,7921.4301757813,8209.400390625,5921039872.0,139078211968.0
85,2018-03-27,8200.0,8232.7802734375,7797.2797851563,7833.0400390625,5378250240.0,132717053150.0
86,2018-03-28,7836.830078125,8122.8901367188,7809.169921875,7954.4799804688,4935289856.0,134788265876.0
87,2018-03-29,7979.0698242188,7994.330078125,7081.3798828125,7165.7001953125,6361229824.0,121436043045.0
88,2018-03-30,7171.4501953125,7276.66015625,6683.9301757813,6890.5200195313,6289509888.0,116786562165.0
89,2018-03-31,6892.4799804688,7207.8500976563,6863.5200195313,6973.5297851563,4553269760.0,118204645927.0
90,2018-04-01,7003.0600585938,7060.9501953125,6526.8701171875,6844.2299804688,4532100096.0,116026809075.0
91,2018-04-02,6844.8598632813,7135.4702148438,6816.580078125,7083.7998046875,4333440000.0,120101932910.0
92,2018-04-03,7102.259765625,7530.9399414063,7072.490234375,7456.1098632813,5499700224.0,126429245883.0
93,2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,4936000000.0,116229557118.0
94,2018-04-05,6848.6499023438,6933.8198242188,6644.7998046875,6811.4702148438,5639320064.0,115524404354.0
95,2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.3198242188,3766810112.0,112565173568.0
96,2018-04-07,6630.509765625,7050.5400390625,6630.509765625,6911.08984375,3976610048.0,117241368688.0
97,2018-04-08,6919.9799804688,7111.5600585938,6919.9799804688,7023.5200195313,3652499968.0,119162880482.0
98,2018-04-09,7044.3198242188,7178.1098632813,6661.990234375,6770.7299804688,4894060032.0,114886335694.0
99,2018-04-10,6795.4399414063,6872.41015625,6704.1499023438,6834.759765625,4272750080.0,115978358964.0
100,2018-04-11,6843.4702148438,6968.3198242188,6817.58984375,6968.3198242188,4641889792.0,118267198080.0
101,2018-04-12,6955.3798828125,7899.2299804688,6806.509765625,7889.25,8906250240.0,133912618634.0
102,2018-04-13,7901.08984375,8183.9599609375,7758.9301757813,7895.9599609375,7764460032.0,134043001354.0
103,2018-04-14,7874.669921875,8140.7099609375,7846.0,7986.240234375,5191430144.0,135589384440.0
104,2018-04-15,7999.330078125,8338.419921875,7999.330078125,8329.1103515625,5244480000.0,141427138383.0
105,2018-04-16,8337.5703125,8371.150390625,7925.7299804688,8058.669921875,5631309824.0,136849408643.0
106,2018-04-17,8071.66015625,8285.9599609375,7881.7202148438,7902.08984375,6900879872.0,134206623206.0
107,2018-04-18,7944.4301757813,8197.7998046875,7886.009765625,8163.419921875,6529909760.0,138661092884.0
108,2018-04-19,8159.2700195313,8298.6904296875,8138.7797851563,8294.3095703125,7063209984.0,140902801023.0
109,2018-04-20,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,8438110208.0,150287113368.0
110,2018-04-21,8848.7900390625,8997.5703125,8652.150390625,8895.580078125,7548550144.0,151150137128.0
111,2018-04-22,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,6629899776.0,149585589886.0
112,2018-04-23,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,6925190144.0,151784994312.0
113,2018-04-24,8934.33984375,9732.6103515625,8927.830078125,9697.5,10678800384.0,164833256250.0
114,2018-04-25,9701.0302734375,9745.3203125,8799.83984375,8845.740234375,11083100160.0,150369282696.0
115,2018-04-26,8867.3203125,9281.509765625,8727.08984375,9281.509765625,8970559488.0,157793327246.0
116,2018-04-27,9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875,7566289920.0,152802874822.0
117,2018-04-28,8939.26953125,9412.08984375,8931.990234375,9348.48046875,7805479936.0,158963068374.0
118,2018-04-29,9346.41015625,9531.490234375,9193.7099609375,9419.080078125,8853000192.0,160182287342.0
119,2018-04-30,9426.1103515625,9477.1396484375,9166.8095703125,9240.5498046875,8673920000.0,157163847314.0
120,2018-05-01,9251.4697265625,9255.8798828125,8891.0498046875,9119.009765625,7713019904.0,155114132125.0
121,2018-05-02,9104.599609375,9256.51953125,9015.1396484375,9235.919921875,7558159872.0,157119854754.0
122,2018-05-03,9233.9697265625,9798.330078125,9188.150390625,9743.8603515625,10207299584.0,165778380092.0
123,2018-05-04,9695.5,9779.2001953125,9585.9599609375,9700.759765625,8217829888.0,165062796742.0
124,2018-05-05,9700.2802734375,9964.5,9695.1201171875,9858.150390625,7651939840.0,167759953654.0
125,2018-05-06,9845.3095703125,9940.1396484375,9465.25,9654.7998046875,7222280192.0,164316605278.0
126,2018-05-07,9645.669921875,9665.849609375,9231.5302734375,9373.009765625,7394019840.0,159538115686.0
127,2018-05-08,9380.8701171875,9462.75,9127.76953125,9234.8203125,7415869952.0,157202142973.0
128,2018-05-09,9223.73046875,9374.759765625,9031.6201171875,9325.1796875,7226890240.0,158758858205.0
129,2018-05-10,9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875,6906699776.0,153988453198.0
130,2018-05-11,9052.9599609375,9052.9599609375,8394.4599609375,8441.490234375,8488520192.0,143743802092.0
131,2018-05-12,8441.4404296875,8664.8603515625,8223.5,8504.8896484375,6821380096.0,144841040789.0
132,2018-05-13,8515.490234375,8773.5498046875,8395.1201171875,8723.9404296875,5866379776.0,148587777457.0
133,2018-05-14,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,7364149760.0,148480275422.0
134,2018-05-15,8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125,6705710080.0,144979744412.0
135,2018-05-16,8504.41015625,8508.4296875,8175.490234375,8368.830078125,6760220160.0,142587497878.0
136,2018-05-17,8370.0498046875,8445.5400390625,8054.1201171875,8094.3198242188,5862530048.0,137923772714.0
137,2018-05-18,8091.830078125,8274.1201171875,7974.8198242188,8250.9697265625,5764190208.0,140607667610.0
138,2018-05-19,8255.73046875,8372.0595703125,8183.3500976563,8247.1796875,4712399872.0,140559162894.0
139,2018-05-20,8246.990234375,8562.41015625,8205.240234375,8513.25,5191059968.0,145109512565.0
140,2018-05-21,8522.330078125,8557.51953125,8365.1201171875,8418.990234375,5154990080.0,143518943480.0
141,2018-05-22,8419.8701171875,8423.25,8004.580078125,8041.7797851563,5137010176.0,137104106176.0
142,2018-05-23,8037.080078125,8054.66015625,7507.8798828125,7557.8198242188,6491120128.0,128868479514.0
143,2018-05-24,7561.1201171875,7738.6000976563,7331.1401367188,7587.33984375,6049220096.0,129385391552.0
144,2018-05-25,7592.2998046875,7659.1401367188,7392.6499023438,7480.1401367188,4867829760.0,127573690458.0
145,2018-05-26,7486.4799804688,7595.16015625,7349.1201171875,7355.8798828125,4051539968.0,125469061263.0
146,2018-05-27,7362.080078125,7381.740234375,7270.9599609375,7368.2202148438,4056519936.0,125695017596.0
147,2018-05-28,7371.3100585938,7419.0498046875,7100.8901367188,7135.990234375,5040600064.0,121747389422.0
148,2018-05-29,7129.4599609375,7526.419921875,7090.6801757813,7472.58984375,5662660096.0,127502651064.0
149,2018-05-30,7469.7299804688,7573.7700195313,7313.6000976563,7406.5200195313,4922540032.0,126391893474.0
150,2018-05-31,7406.1499023438,7608.8999023438,7361.1298828125,7494.169921875,5127130112.0,127902999390.0
151,2018-06-01,7500.7001953125,7604.7299804688,7407.33984375,7541.4501953125,4921460224.0,128725854692.0
152,2018-06-02,7536.7202148438,7695.830078125,7497.259765625,7643.4501953125,4939299840.0,130481526036.0
153,2018-06-03,7632.08984375,7754.8901367188,7613.0400390625,7720.25,4851760128.0,131808021256.0
154,2018-06-04,7722.5297851563,7753.8198242188,7474.0400390625,7514.4702148438,4993169920.0,128312205314.0
155,2018-06-05,7500.8999023438,7643.2299804688,7397.0,7633.759765625,4961739776.0,130365918088.0
156,2018-06-06,7625.9702148438,7680.4301757813,7502.009765625,7653.9799804688,4692259840.0,130725095161.0
157,2018-06-07,7650.8198242188,7741.2700195313,7650.8198242188,7678.240234375,4485799936.0,131153169176.0
158,2018-06-08,7685.1401367188,7698.1899414063,7558.3999023438,7624.919921875,4227579904.0,130256218613.0
159,2018-06-09,7632.5200195313,7683.580078125,7531.9799804688,7531.9799804688,3845220096.0,128682085689.0
160,2018-06-10,7499.5498046875,7499.5498046875,6709.0698242188,6786.0200195313,5804839936.0,115948312827.0
161,2018-06-11,6799.2900390625,6910.1801757813,6706.6298828125,6906.919921875,4745269760.0,118025877189.0
162,2018-06-12,6905.8198242188,6907.9599609375,6542.080078125,6582.3598632813,4654380032.0,112491874164.0
163,2018-06-13,6596.8798828125,6631.66015625,6285.6298828125,6349.8999023438,5052349952.0,108530585830.0
164,2018-06-14,6342.75,6707.1401367188,6334.4599609375,6675.3500976563,5138710016.0,114106009748.0
165,2018-06-15,6674.080078125,6681.080078125,6433.8701171875,6456.580078125,3955389952.0,110378702283.0
166,2018-06-16,6455.4501953125,6592.490234375,6402.2900390625,6550.16015625,3194170112.0,111992015616.0
167,2018-06-17,6545.5297851563,6589.1098632813,6499.2700195313,6499.2700195313,3104019968.0,111134754810.0
168,2018-06-18,6510.0698242188,6781.1401367188,6446.6801757813,6734.8198242188,4039200000.0,115176197712.0
169,2018-06-19,6742.3901367188,6822.5,6709.919921875,6769.9399414063,4057029888.0,115789919278.0
170,2018-06-20,6770.759765625,6821.5600585938,6611.8798828125,6776.5498046875,3888640000.0,115916357344.0
171,2018-06-21,6780.08984375,6810.9399414063,6715.169921875,6729.740234375,3529129984.0,115129700024.0
172,2018-06-22,6737.8798828125,6747.080078125,6006.6000976563,6083.6899414063,5079810048.0,104088814967.0
173,2018-06-23,6090.1000976563,6224.8198242188,6071.8100585938,6162.4799804688,3431360000.0,105449276520.0
174,2018-06-24,6164.2797851563,6223.7797851563,5826.41015625,6173.2299804688,4566909952.0,105646571668.0
175,2018-06-25,6171.9702148438,6327.3701171875,6119.6801757813,6249.1801757813,5500810240.0,106958465208.0
176,2018-06-26,6253.5498046875,6290.16015625,6093.669921875,6093.669921875,3279759872.0,104307939200.0
177,2018-06-27,6084.3999023438,6180.0,6052.8500976563,6157.1298828125,3296219904.0,105403600614.0
178,2018-06-28,6153.16015625,6170.41015625,5873.0498046875,5903.4399414063,3467800064.0,101072353482.0
179,2018-06-29,5898.1298828125,6261.66015625,5835.75,6218.2998046875,3966230016.0,106474707240.0
180,2018-06-30,6214.2202148438,6465.509765625,6214.2202148438,6404.0,4543860224.0,109665618200.0
181,2018-07-01,6411.6801757813,6432.8500976563,6289.2900390625,6385.8198242188,4788259840.0,109366024632.0
182,2018-07-02,6380.3798828125,6683.8598632813,6305.7001953125,6614.1801757813,4396930048.0,113288832522.0
183,2018-07-03,6596.66015625,6671.3701171875,6447.75,6529.58984375,4672309760.0,111849428104.0
184,2018-07-04,6550.8701171875,6771.919921875,6450.4599609375,6597.5498046875,4176689920.0,113024522547.0
185,2018-07-05,6599.7099609375,6749.5400390625,6546.6499023438,6639.1401367188,4999240192.0,113748385620.0
186,2018-07-06,6638.6899414063,6700.9399414063,6533.5498046875,6673.5,4313959936.0,114350502582.0
187,2018-07-07,6668.7099609375,6863.990234375,6579.240234375,6856.9301757813,3961080064.0,117506606000.0
188,2018-07-08,6857.7998046875,6885.91015625,6747.9799804688,6773.8798828125,3386210048.0,116097021279.0
189,2018-07-09,6775.080078125,6838.6801757813,6724.33984375,6741.75,3718129920.0,115557889495.0
190,2018-07-10,6739.2099609375,6767.740234375,6320.7202148438,6329.9501953125,4052430080.0,108511009626.0
191,2018-07-11,6330.7700195313,6444.9599609375,6330.4702148438,6394.7099609375,3644859904.0,109631867446.0
192,2018-07-12,6396.7797851563,6397.1000976563,6136.419921875,6228.8100585938,3770170112.0,106798864820.0
193,2018-07-13,6235.0297851563,6310.5498046875,6192.240234375,6238.0498046875,3805400064.0,106968440793.0
194,2018-07-14,6247.5,6298.1899414063,6212.2202148438,6276.1201171875,2923670016.0,107631453835.0
195,2018-07-15,6272.7001953125,6403.4599609375,6256.509765625,6359.6401367188,3285459968.0,109074579938.0
196,2018-07-16,6357.009765625,6741.75,6357.009765625,6741.75,4725799936.0,115638203962.0
197,2018-07-17,6739.6499023438,7387.240234375,6684.169921875,7321.0400390625,5961950208.0,125588963706.0
198,2018-07-18,7315.3198242188,7534.990234375,7280.4702148438,7370.7797851563,6103410176.0,126458165406.0
199,2018-07-19,7378.2001953125,7494.4599609375,7295.4599609375,7466.8598632813,5111629824.0,128122730711.0
200,2018-07-20,7467.3999023438,7594.669921875,7323.259765625,7354.1298828125,4936869888.0,126202570251.0
201,2018-07-21,7352.7202148438,7437.6401367188,7262.41015625,7419.2900390625,3726609920.0,127333468174.0
202,2018-07-22,7417.7998046875,7537.9501953125,7383.8198242188,7418.490234375,3695460096.0,127336615249.0
203,2018-07-23,7414.7099609375,7771.5,7409.1000976563,7711.1098632813,5132480000.0,132375368459.0
204,2018-07-24,7716.509765625,8424.26953125,7705.5,8424.26953125,7277689856.0,144634918474.0
205,2018-07-25,8379.66015625,8416.8701171875,8086.3598632813,8181.3901367188,5845400064.0,140482950401.0
206,2018-07-26,8176.8500976563,8290.330078125,7878.7099609375,7951.580078125,4899089920.0,136553079708.0
207,2018-07-27,7950.3999023438,8262.66015625,7839.759765625,8165.009765625,5195879936.0,140235573607.0
208,2018-07-28,8169.0600585938,8222.849609375,8110.7700195313,8192.150390625,3988750080.0,140716560550.0
209,2018-07-29,8205.8203125,8272.259765625,8141.1801757813,8218.4599609375,4107190016.0,141185844808.0
210,2018-07-30,8221.58,8235.5,7917.5,8180.48,5551400000.0,140547190784.0
211,2018-07-31,8181.2,8181.53,7696.93,7780.44,5287530000.0,133688476220.0
212,2018-08-01,7769.04,7769.04,7504.95,7624.91,4797620000.0,131030166771.0
213,2018-08-02,7634.19,7712.77,7523.44,7567.15,4214110000.0,130052066760.0
214,2018-08-03,7562.14,7562.14,7328.65,7434.39,4627150000.0,127785826655.0
215,2018-08-04,7438.67,7497.49,6984.07,7032.85,4268390000.0,120899698889.0
216,2018-08-05,7031.08,7102.77,6940.7,7068.48,3679110000.0,121526079384.0
217,2018-08-06,7062.94,7166.55,6890.54,6951.8,3925900000.0,119531508535.0
218,2018-08-07,6958.32,7146.56,6748.24,6753.12,4682800000.0,116128339800.0
219,2018-08-08,6746.85,6746.85,6226.22,6305.8,5064430000.0,108448409560.0
220,2018-08-09,6305.56,6625.73,6249.07,6568.23,4267040000.0,112973963230.0
221,2018-08-10,6571.42,6591.26,6124.52,6184.71,4528680000.0,106390927598.0
222,2018-08-11,6185.79,6455.74,6109.03,6295.73,4047850000.0,108314257212.0
223,2018-08-12,6283.65,6409.85,6237.5,6322.69,5665250000.0,108790259014.0
224,2018-08-13,6341.36,6537.05,6225.72,6297.57,4083980000.0,108369686635.0
225,2018-08-14,6287.66,6287.94,5971.05,6199.71,5301700000.0,106696389129.0
226,2018-08-15,6221.42,6588.49,6221.42,6308.52,4895450000.0,108581773101.0
227,2018-08-16,6294.23,6473.5,6276.41,6334.73,4328420000.0,109045250379.0
228,2018-08-17,6340.91,6582.5,6324.97,6580.63,4992990000.0,113290724406.0
229,2018-08-18,6583.43,6617.35,6353.73,6423.76,3984520000.0,110603014928.0
230,2018-08-19,6422.57,6537.98,6361.55,6506.07,3311170000.0,112031838393.0
231,2018-08-20,6500.51,6536.92,6297.93,6308.53,3665100000.0,108642191682.0
232,2018-08-21,6301.07,6500.87,6298.24,6488.76,3377180000.0,111758100192.0
233,2018-08-22,6486.25,6816.79,6310.11,6376.71,4668110000.0,109840902181.0
234,2018-08-23,6371.34,6546.54,6371.34,6534.88,3426180000.0,112577436411.0
235,2018-08-24,6551.52,6719.96,6498.64,6719.96,4097820000.0,115778358839.0
236,2018-08-25,6719.95,6789.63,6700.96,6763.19,3312600000.0,116534497933.0
237,2018-08-26,6754.64,6774.75,6620.75,6707.26,3295500000.0,115585205491.0
238,2018-08-27,6710.8,6884.64,6689.71,6884.64,4019000000.0,118657885712.0
239,2018-08-28,6891.08,7109.56,6882.34,7096.28,4659940000.0,122319195736.0
240,2018-08-29,7091.71,7113.3,6970.82,7047.16,4145880000.0,121484666374.0
241,2018-08-30,7043.76,7072.69,6834.69,6978.23,4463250000.0,120309828156.0
242,2018-08-31,6973.97,7057.17,6920.16,7037.58,4495650000.0,121346613238.0
243,2018-09-01,7044.81,7242.29,7038.05,7193.25,4116050000.0,124044625438.0
244,2018-09-02,7189.58,7306.31,7132.16,7272.72,4329540000.0,125427780027.0
245,2018-09-03,7279.03,7317.94,7208.15,7260.06,4087760000.0,125222785390.0
246,2018-09-04,7263.0,7388.26,7255.44,7361.66,4273640000.0,126986882925.0
247,2018-09-05,7361.46,7388.43,6792.83,6792.83,5800460000.0,117185657641.0
248,2018-09-06,6755.14,6755.14,6404.72,6529.17,5523470000.0,112649565532.0
249,2018-09-07,6528.92,6555.29,6396.87,6467.07,4264680000.0,111590424587.0
250,2018-09-08,6460.17,6534.25,6197.52,6225.98,3835060000.0,107442122871.0
251,2018-09-09,6223.38,6446.26,6201.22,6300.86,3671890000.0,108747090915.0
252,2018-09-10,6301.57,6374.98,6292.76,6329.7,3714100000.0,109255603474.0
253,2018-09-11,6331.88,6398.92,6260.21,6321.2,3849910000.0,109119948884.0
254,2018-09-12,6317.01,6363.87,6265.09,6351.8,4064230000.0,109661521297.0
255,2018-09-13,6354.24,6535.41,6354.24,6517.31,4210910000.0,112530970182.0
256,2018-09-14,6515.41,6596.1,6456.17,6512.71,4076220000.0,112462453186.0
257,2018-09-15,6509.4,6561.72,6493.55,6543.2,3216300000.0,113000324618.0
258,2018-09-16,6536.68,6544.33,6460.1,6517.18,3273730000.0,112562367224.0
259,2018-09-17,6514.06,6540.21,6257.52,6281.2,3910780000.0,108497127334.0
260,2018-09-18,6280.91,6384.18,6265.71,6371.3,4180090000.0,110064685348.0
261,2018-09-19,6371.85,6448.46,6208.34,6398.54,4431340000.0,110547735544.0
262,2018-09-20,6398.85,6529.26,6395.95,6519.67,4348110000.0,112653130183.0
263,2018-09-21,6513.87,6794.33,6496.36,6734.95,6531940000.0,116385068032.0
264,2018-09-22,6735.05,6814.56,6616.8,6721.98,4509660000.0,116173876360.0
265,2018-09-23,6715.32,6766.15,6679.42,6710.63,4197500000.0,115990387532.0
266,2018-09-24,6704.77,6713.56,6580.9,6595.41,4177310000.0,114011060309.0
267,2018-09-25,6603.64,6603.64,6381.86,6446.47,4726180000.0,111450035114.0
268,2018-09-26,6452.79,6585.91,6397.89,6495.0,4437300000.0,112300336125.0
269,2018-09-27,6495.29,6712.1,6464.95,6676.75,4606810000.0,115454861756.0
270,2018-09-28,6678.75,6785.03,6598.32,6644.13,5014430000.0,114903584220.0
271,2018-09-29,6643.1,6643.1,6511.65,6601.96,4363690000.0,114186839964.0
272,2018-09-30,6604.71,6643.78,6566.54,6625.56,4002280000.0,114608519470.0
273,2018-10-01,6619.85,6653.3,6549.08,6589.62,4000970000.0,113999846113.0
274,2018-10-02,6593.24,6611.84,6537.9,6556.1,3979260000.0,113431019760.0
275,2018-10-03,6553.86,6571.46,6454.03,6502.59,3887310000.0,112516993837.0
276,2018-10-04,6497.91,6603.31,6497.91,6576.69,3838410000.0,113811343543.0
