,Date,Open,High,Low,Close,Volume,Market Cap
0,2018-01-01,0.00903088971972,0.00906340964139,0.00810091011226,0.00890867039561,50616900.0,1003050473.22
1,2018-01-02,0.00887264963239,0.00959836971015,0.00855066999793,0.00914509035647,89424096.0,1029797362.1
2,2018-01-03,0.00908812042326,0.0095844399184,0.00888212025166,0.00931969005615,66349900.0,1049588234.52
3,2018-01-04,0.00934572983533,0.0100362999,0.00876788981259,0.00964394025505,108986000.0,1086239170.67
4,2018-01-05,0.00966016016901,0.0122830998,0.00958880037069,0.0121670999,212383008.0,1370604721.48
5,2018-01-06,0.0122264996,0.0157878008,0.0122264996,0.0148628997,283716992.0,1674491224.73
6,2018-01-07,0.0146727003,0.0187733006,0.0145773003,0.0170876998,288184000.0,1925382961.14
7,2018-01-08,0.0171146002,0.0176644009,0.0137652,0.0150450002,235114000.0,1695430615.87
8,2018-01-09,0.0150715001,0.0155686,0.0130153,0.0134201003,115255000.0,1512508348.27
9,2018-01-10,0.0135540999,0.0135605,0.0114850001,0.0131021002,100243000.0,1476852402.04
10,2018-01-11,0.0130196996,0.0131532,0.0109874001,0.0114692999,62722000.0,1292966655.29
11,2018-01-12,0.0114794001,0.0133386003,0.0111648999,0.0130561003,56971300.0,1472034319.45
12,2018-01-13,0.013057,0.0136527,0.0124784,0.0130233997,55890600.0,1468529067.44
13,2018-01-14,0.0130573995,0.0131871998,0.0113438005,0.0116844997,65899000.0,1317716491.69
14,2018-01-15,0.0116306003,0.0117785996,0.00984826032072,0.00985702034086,62765500.0,1111760878.55
15,2018-01-16,0.00986330024898,0.00986330024898,0.0056716799736,0.00682215997949,68099200.0,769558551.718
16,2018-01-17,0.00681158015504,0.00774072995409,0.00549934012815,0.00764791015536,58846200.0,862812720.103
17,2018-01-18,0.00764050986618,0.00873296987265,0.00719517981634,0.00796892959625,56599300.0,899102559.907
18,2018-01-19,0.00787215027958,0.0084351496771,0.00746690994129,0.00787059962749,30335700.0,888117577.09
